inspection_id,mean_ndvi
40549,0.2200089395046234
40550,0.27396830916404724
40551,0.4394865334033966
40552,0.32542818784713745
40553,0.25739458203315735
40554,0.4057709574699402
40555,0.1714877486228943
40556,0.2782873213291168
40557,0.3975287675857544
40558,0.35903400182724
40559,0.22506359219551086
40560,0.32698336243629456
40561,0.31970828771591187
40562,0.5761050581932068
40563,0.2601519823074341
40564,0.5418325066566467
40565,0.30382537841796875
40566,0.26788440346717834
40567,0.2400498241186142
40568,0.19189852476119995
40569,0.20826470851898193
40570,0.15460993349552155
40571,0.1836528480052948
40572,0.15810653567314148
40573,0.2962563931941986
40574,0.14629743993282318
40575,0.349804550409317
40576,0.4123302698135376
40577,0.21309080719947815
40578,0.19898763298988342
40579,0.20125843584537506
40580,0.2531275749206543
40581,0.2574983537197113
40582,0.29971954226493835
40583,0.21182683110237122
40584,0.23290382325649261
40585,0.21604490280151367
40586,0.28324949741363525
40587,0.2972501516342163
40588,0.28763076663017273
40589,0.2774496078491211
40590,0.20065060257911682
40591,0.1122053861618042
40592,0.30222800374031067
40593,0.15540236234664917
40594,0.1300622820854187
40595,0.22120864689350128
40596,0.24140210449695587
40597,0.27017146348953247
40598,0.12839016318321228
40599,0.3493187427520752
40600,0.34464848041534424
40601,0.24612218141555786
40602,0.27003419399261475
40603,0.23408886790275574
40604,0.23288358747959137
40605,0.20222240686416626
40606,0.16712310910224915
40607,0.13876384496688843
40608,0.1527635008096695
40609,0.14523150026798248
40610,0.14124535024166107
40611,0.14136013388633728
40612,0.16393981873989105
40613,0.1126871183514595
40614,0.1176113709807396
40615,0.1498589962720871
40616,0.08691199868917465
40617,0.125311478972435
40618,0.05853096768260002
40619,0.08871681243181229
40620,0.1267520636320114
40621,0.17405864596366882
40622,0.2505984306335449
40623,0.09163713455200195
40624,0.1313764750957489
40625,0.10692223906517029
40626,0.1744607836008072
40627,0.1661490648984909
40628,0.22232449054718018
40629,0.08685188740491867
40630,0.15596161782741547
40631,0.08967173844575882
40632,0.09808976203203201
40633,0.12162595987319946
40634,0.11302489042282104
40635,0.10107818990945816
40636,0.3090570867061615
40637,0.317465603351593
40638,0.2049989551305771
40639,0.1861056089401245
40640,0.22022300958633423
40641,0.22019746899604797
40642,0.2049815058708191
40643,0.17358092963695526
40644,0.15234753489494324
40645,0.13351373374462128
40646,0.162009596824646
40647,0.1280917078256607
40648,0.10635541379451752
40649,0.19274738430976868
40650,0.22393877804279327
40651,0.13028326630592346
40652,0.1909574717283249
40653,0.21219967305660248
40654,0.15118007361888885
40655,0.15343539416790009
40656,0.18796007335186005
40657,0.2104576975107193
40658,0.24050816893577576
40659,0.36404433846473694
40660,0.1607825756072998
40661,0.37950754165649414
40662,0.3772585690021515
40663,0.23147164285182953
40664,0.1859118938446045
40665,0.2380833774805069
40666,0.19267673790454865
40667,0.1825389862060547
40668,0.1851990520954132
40669,0.16367517411708832
40670,0.07995191216468811
40671,0.137900248169899
40672,0.11481380462646484
40673,0.2816621661186218
40674,0.2618269622325897
40675,0.30476057529449463
40676,0.2613983452320099
40677,0.2746763229370117
40678,0.17899559438228607
40679,0.1181015744805336
40680,0.2078694999217987
40681,0.17704783380031586
40682,0.21008752286434174
40683,0.255414754152298
40684,0.22344274818897247
40685,0.2667277455329895
40686,0.15863804519176483
40687,0.17864014208316803
40688,0.17547696828842163
40689,0.1496850550174713
40690,0.21731144189834595
40691,0.2661634385585785
40692,0.3094535768032074
40693,0.22029590606689453
40694,0.15550853312015533
40695,0.19997538626194
40696,0.17579026520252228
40697,0.2073485255241394
40698,0.19361864030361176
40699,0.1648794710636139
40700,0.12994617223739624
40701,0.17303840816020966
40702,0.3392484784126282
40703,0.23432804644107819
40704,0.19678857922554016
40705,0.28010618686676025
40706,0.2362038642168045
40707,0.30185312032699585
40708,0.25671762228012085
40709,0.32218503952026367
40710,0.32555311918258667
40711,0.1879451423883438
40712,0.2430286556482315
40713,0.22489237785339355
40714,0.25372013449668884
40715,0.20755928754806519
40716,0.18984097242355347
40717,0.2404860407114029
40718,0.2169310748577118
40719,0.31554803252220154
40720,0.2928619980812073
40721,0.3336491286754608
40722,0.312954843044281
40723,0.311442494392395
40724,0.2473183274269104
40725,0.24232280254364014
40726,0.2942386269569397
40727,0.30786728858947754
40728,0.1894957423210144
40729,0.25752463936805725
40730,0.26909422874450684
40731,0.24541045725345612
40732,0.2565911114215851
40733,0.35754066705703735
40734,0.24578529596328735
40735,0.30011335015296936
40736,0.24429604411125183
40737,0.23322662711143494
40738,0.23667235672473907
40739,0.2576494514942169
40740,0.2436109483242035
40741,0.26072990894317627
40742,0.35556259751319885
40743,0.22674600780010223
40744,0.23781368136405945
40745,0.1373749077320099
40746,0.1357463002204895
40747,0.22634300589561462
40748,0.21719211339950562
40749,0.1961769461631775
40750,0.13604791462421417
40751,0.16358014941215515
40752,0.13640213012695312
40753,0.15269623696804047
40754,0.3301548361778259
40755,0.2747253179550171
40756,0.22659119963645935
40757,0.17014144361019135
40758,0.2080073356628418
40759,0.2185802012681961
40760,0.2537168860435486
40761,0.3093244135379791
40762,0.1969025880098343
40763,0.09359337389469147
40764,0.12004312127828598
40765,0.07491891831159592
40766,0.11079547554254532
40767,0.09603355079889297
40768,0.13518111407756805
40769,0.111666738986969
40770,0.17638932168483734
40771,0.12153954803943634
40772,0.10979388654232025
40773,0.12103118002414703
40774,0.10889089852571487
40775,0.17912007868289948
40776,0.22715836763381958
40777,0.4339660108089447
40778,0.23296698927879333
40779,0.33788251876831055
40780,0.19999396800994873
40781,0.23121772706508636
40782,0.27154603600502014
40783,0.246298685669899
40784,0.29325899481773376
40785,0.2629009485244751
40786,0.3392847776412964
40787,0.26589730381965637
40788,0.14608913660049438
40789,0.09423910081386566
40790,0.18042027950286865
40791,0.2976541817188263
40792,0.3441535532474518
40793,0.13094598054885864
40794,0.13858765363693237
40795,0.14972524344921112
40796,0.15627969801425934
40797,0.15750831365585327
40798,0.15059825778007507
40799,0.1470227986574173
40800,0.14851011335849762
40801,0.13758584856987
40802,0.13938696682453156
40803,0.1439560353755951
40804,0.14980070292949677
40805,0.1553497165441513
40806,0.1469879299402237
40807,0.146226167678833
40808,0.14213532209396362
40809,0.1607002466917038
40810,0.1739332526922226
40811,0.16051159799098969
40812,0.3666079342365265
40813,0.44514405727386475
40814,0.1874203085899353
40815,0.1585378348827362
40816,0.23295101523399353
40817,0.2319754958152771
40818,0.26837700605392456
40819,0.41592079401016235
40820,0.34478533267974854
40821,0.15653663873672485
40822,0.16620999574661255
