inspection_id,mean_ndvi
33791,0.268179714679718
33792,0.4121873676776886
33793,0.4524969756603241
33794,0.4849003255367279
33795,0.38296183943748474
33796,0.5006826519966125
33797,0.37298962473869324
33798,0.4709540605545044
33799,0.41103994846343994
33800,0.3175513446331024
33801,0.32990890741348267
33802,0.33930084109306335
33803,0.3086363971233368
33804,0.40108004212379456
33805,0.26823121309280396
33806,0.3631429076194763
33807,0.4254668354988098
33808,0.6234699487686157
33809,0.329383909702301
33810,0.3969331681728363
33811,0.3124120533466339
33812,0.3200535774230957
33813,0.32495540380477905
33814,0.33124253153800964
33815,0.35825368762016296
33816,0.37014833092689514
33817,0.41933712363243103
33818,0.59906405210495
33819,0.4056675136089325
33820,0.31523001194000244
33821,0.35152435302734375
33822,0.31728440523147583
33823,0.4189354479312897
33824,0.30384090542793274
33825,0.37033021450042725
33826,0.2587701976299286
33827,0.3207363486289978
33828,0.19904878735542297
33829,0.4347933530807495
33830,0.6165388822555542
33831,0.4725331664085388
33832,0.34587839245796204
33833,0.327278196811676
33834,0.39334413409233093
33835,0.3924400210380554
33836,0.3588828146457672
33837,0.38130688667297363
33838,0.2858409285545349
33839,0.3198878765106201
33840,0.25529879331588745
33841,0.2546382248401642
33842,0.25158819556236267
33843,0.22081570327281952
33844,0.2535231411457062
33845,0.2760881185531616
33846,0.3768787682056427
33847,0.3157314956188202
33848,0.2786804437637329
33849,0.33947375416755676
33850,0.2543852627277374
33851,0.29164204001426697
33852,0.46646562218666077
33853,0.4145122170448303
33854,0.38145825266838074
33855,0.32922449707984924
33856,0.3808562457561493
33857,0.2676312327384949
33858,0.24555036425590515
33859,0.2876390218734741
33860,0.35432544350624084
33861,0.3954288065433502
33862,0.4115249812602997
33863,0.46916186809539795
33864,0.4052506685256958
33865,0.4088040590286255
33866,0.36690765619277954
33867,0.3497697412967682
33868,0.3435763120651245
33869,0.3725689947605133
33870,0.3673321008682251
33871,0.3927444517612457
33872,0.33126360177993774
33873,0.2921806573867798
33874,0.30056118965148926
33875,0.3229299485683441
33876,0.3408830165863037
33877,0.26274001598358154
33878,0.3141239285469055
33879,0.42202940583229065
33880,0.2792796194553375
33881,0.3139113783836365
33882,0.5010495185852051
33883,0.5101712942123413
33884,0.298513263463974
33885,0.5498548150062561
33886,0.30511024594306946
33887,0.42903152108192444
33888,0.4749937951564789
33889,0.3051256537437439
33890,0.23816384375095367
33891,0.2774430513381958
33892,0.2866307497024536
33893,0.3240514397621155
33894,0.32504919171333313
33895,0.31045421957969666
33896,0.4423091411590576
33897,0.6113792061805725
33898,0.4595288336277008
33899,0.48079657554626465
33900,0.33545348048210144
33901,0.1718672811985016
33902,0.34640002250671387
33903,0.21220694482326508
33904,0.26508599519729614
33905,0.3406471908092499
33906,0.3708301782608032
33907,0.28381332755088806
33908,0.2970932126045227
33909,0.2339170128107071
33910,0.19037604331970215
33911,0.2959045171737671
33912,0.42031532526016235
33913,0.25625503063201904
33914,0.16211791336536407
33915,0.5734369158744812
33916,0.17908798158168793
33917,-0.031016336753964424
33918,-0.03189261630177498
