inspection_id,Date,year,month,status,geometry,mean_ndvi
15,2019-05-16,2019,5,Compliant,"POLYGON ((-8279.647552227018 -369741.8080599045, -8173.659831478913 -369741.8080599045, -8173.659831478913 -369634.9842349888, -8279.647552227018 -369634.9842349888, -8279.647552227018 -369741.8080599045))",0.4201960861682892
16,2019-12-17,2019,12,Compliant,"POLYGON ((-7991.3411428540185 -369878.5719736462, -7895.557264217687 -369878.5719736462, -7895.557264217687 -369773.41485539067, -7991.3411428540185 -369773.41485539067, -7991.3411428540185 -369878.5719736462))",0.5543362498283386
17,2019-05-23,2019,5,Compliant,"POLYGON ((-7677.383580020472 -369769.61116399756, -7554.736741765106 -369769.61116399756, -7554.736741765106 -369650.73067208513, -7677.383580020472 -369650.73067208513, -7677.383580020472 -369769.61116399756))",0.40785712003707886
18,2019-12-11,2019,12,Compliant,"POLYGON ((-7778.432809587621 -370124.0440005876, -7675.80486988755 -370124.0440005876, -7675.80486988755 -370020.3568550587, -7778.432809587621 -370020.3568550587, -7778.432809587621 -370124.0440005876))",0.6006697416305542
19,2019-12-11,2019,12,Compliant,"POLYGON ((-7676.967857623531 -370151.74511066405, -7575.703907274316 -370151.74511066405, -7575.703907274316 -370007.2356026669, -7676.967857623531 -370007.2356026669, -7676.967857623531 -370151.74511066405))",0.6357754468917847
20,2019-05-16,2019,5,Compliant,"POLYGON ((-7802.377245709738 -370153.06758401135, -7708.461919272349 -370153.06758401135, -7708.461919272349 -370059.00199199293, -7802.377245709738 -370059.00199199293, -7802.377245709738 -370153.06758401135))",0.3601346015930176
21,2019-12-11,2019,12,Compliant,"POLYGON ((-7865.293660771518 -370298.5327593683, -7768.754531606953 -370298.5327593683, -7768.754531606953 -370197.40132059844, -7865.293660771518 -370197.40132059844, -7865.293660771518 -370298.5327593683))",0.620752215385437
22,2019-05-16,2019,5,Compliant,"POLYGON ((-7789.208368111977 -370568.5452846419, -7711.392511877795 -370568.5452846419, -7711.392511877795 -370490.72942840774, -7789.208368111977 -370490.72942840774, -7789.208368111977 -370568.5452846419))",0.26674580574035645
23,2019-05-16,2019,5,Compliant,"POLYGON ((-7599.967212815038 -370298.8271919636, -7504.363562791901 -370298.8271919636, -7504.363562791901 -370216.1726624818, -7599.967212815038 -370216.1726624818, -7599.967212815038 -370298.8271919636))",0.7060920000076294
24,2019-05-16,2019,5,Compliant,"POLYGON ((-7567.443151585207 -370449.7619997266, -7470.5316451413655 -370449.7619997266, -7470.5316451413655 -370347.2983662251, -7567.443151585207 -370347.2983662251, -7567.443151585207 -370449.7619997266))",0.49407958984375
25,2019-06-20,2019,6,Compliant,"POLYGON ((-7166.473003020123 -369942.76382939063, -7068.698249678031 -369942.76382939063, -7068.698249678031 -369863.20900876407, -7166.473003020123 -369863.20900876407, -7166.473003020123 -369942.76382939063))",0.4025112986564636
26,2019-06-20,2019,6,Compliant,"POLYGON ((-7238.522515063962 -369845.2293716975, -7151.1588278969975 -369845.2293716975, -7151.1588278969975 -369768.9876440171, -7238.522515063962 -369768.9876440171, -7238.522515063962 -369845.2293716975))",0.36871784925460815
27,2019-06-20,2019,6,Compliant,"POLYGON ((-7138.330248532297 -369448.2757770006, -7027.356892669898 -369448.2757770006, -7027.356892669898 -369340.2666150426, -7138.330248532297 -369340.2666150426, -7138.330248532297 -369448.2757770006))",0.5091602206230164
28,2019-05-23,2019,5,Compliant,"POLYGON ((-7369.006223878031 -369242.6265802186, -7280.988828342848 -369242.6265802186, -7280.988828342848 -369156.39825800253, -7369.006223878031 -369156.39825800253, -7369.006223878031 -369242.6265802186))",0.44065961241722107
29,2019-05-23,2019,5,Compliant,"POLYGON ((-7434.772554501788 -369191.63217350416, -7334.531963009335 -369191.63217350416, -7334.531963009335 -369092.6797982718, -7434.772554501788 -369092.6797982718, -7434.772554501788 -369191.63217350416))",0.4525923728942871
30,2019-06-13,2019,6,Compliant,"POLYGON ((-6645.280571966543 -368780.86447862047, -6539.664908454363 -368780.86447862047, -6539.664908454363 -368675.29922380345, -6645.280571966543 -368675.29922380345, -6645.280571966543 -368780.86447862047))",0.4957873225212097
31,2019-06-13,2019,6,Compliant,"POLYGON ((-6504.077894349449 -368987.0801124511, -6416.448363321653 -368987.0801124511, -6416.448363321653 -368891.8361221279, -6504.077894349449 -368891.8361221279, -6504.077894349449 -368987.0801124511))",0.4231128990650177
32,2019-12-10,2019,12,Compliant,"POLYGON ((-6542.225311878079 -368559.5516574118, -6457.244711917371 -368559.5516574118, -6457.244711917371 -368477.3090442346, -6542.225311878079 -368477.3090442346, -6542.225311878079 -368559.5516574118))",0.4734145998954773
33,2019-06-13,2019,6,Compliant,"POLYGON ((-6524.45663966672 -368473.74486798083, -6444.757095040525 -368473.74486798083, -6444.757095040525 -368395.0505485856, -6524.45663966672 -368395.0505485856, -6524.45663966672 -368473.74486798083))",0.5245434045791626
34,2019-12-10,2019,12,Compliant,"POLYGON ((-6523.912971704849 -368429.4459074074, -6442.8550521498755 -368429.4459074074, -6442.8550521498755 -368344.61839527165, -6523.912971704849 -368344.61839527165, -6523.912971704849 -368429.4459074074))",0.7083691358566284
35,2019-05-23,2019,5,Compliant,"POLYGON ((-7556.928255467106 -368027.0408819482, -7449.365454506959 -368027.0408819482, -7449.365454506959 -367930.82889318565, -7556.928255467106 -367930.82889318565, -7556.928255467106 -368027.0408819482))",0.5156980752944946
36,2019-05-23,2019,5,Compliant,"POLYGON ((-7486.041138114492 -368114.2295397598, -7402.1623596324 -368114.2295397598, -7402.1623596324 -368030.44297170045, -7486.041138114492 -368030.44297170045, -7486.041138114492 -368114.2295397598))",0.37806832790374756
37,2019-05-23,2019,5,Compliant,"POLYGON ((-7160.960557928978 -368223.91061528435, -7069.276063575244 -368223.91061528435, -7069.276063575244 -368134.6721750265, -7160.960557928978 -368134.6721750265, -7160.960557928978 -368223.91061528435))",0.5442327857017517
38,2019-09-23,2019,9,Compliant,"POLYGON ((-7403.00535790325 -368498.7443539237, -7301.251395005231 -368498.7443539237, -7301.251395005231 -368401.19751395256, -7403.00535790325 -368401.19751395256, -7403.00535790325 -368498.7443539237))",0.46589428186416626
39,2019-05-23,2019,5,Compliant,"POLYGON ((-7577.099751923943 -368425.31596993597, -7478.4322527292525 -368425.31596993597, -7478.4322527292525 -368335.3038886445, -7577.099751923943 -368335.3038886445, -7577.099751923943 -368425.31596993597))",0.6029951572418213
40,2019-05-23,2019,5,Compliant,"POLYGON ((-7542.964091361552 -368346.57298339787, -7446.57674647355 -368346.57298339787, -7446.57674647355 -368247.33718421654, -7542.964091361552 -368247.33718421654, -7542.964091361552 -368346.57298339787))",0.668473482131958
41,2019-05-23,2019,5,Compliant,"POLYGON ((-7603.615730861021 -368648.42869843624, -7491.738161331957 -368648.42869843624, -7491.738161331957 -368537.9143025143, -7603.615730861021 -368537.9143025143, -7603.615730861021 -368648.42869843624))",0.5766716599464417
42,2019-05-23,2019,5,Compliant,"POLYGON ((-7887.485520817761 -368619.8475195491, -7809.66966458358 -368619.8475195491, -7809.66966458358 -368542.0316633149, -7887.485520817761 -368542.0316633149, -7887.485520817761 -368619.8475195491))",0.37341511249542236
43,2019-05-23,2019,5,Compliant,"POLYGON ((-7990.8821491232075 -368188.8767912739, -7892.124996962221 -368188.8767912739, -7892.124996962221 -368095.87452265393, -7990.8821491232075 -368095.87452265393, -7990.8821491232075 -368188.8767912739))",0.5632910132408142
44,2019-05-23,2019,5,Compliant,"POLYGON ((-8219.571355022916 -368423.6959559511, -8120.793189101481 -368423.6959559511, -8120.793189101481 -368328.0437856863, -8219.571355022916 -368328.0437856863, -8219.571355022916 -368423.6959559511))",0.42188960313796997
45,2019-05-23,2019,5,Compliant,"POLYGON ((-8136.968164120577 -368386.59465207934, -8035.031593375131 -368386.59465207934, -8035.031593375131 -368289.98871706455, -8136.968164120577 -368289.98871706455, -8136.968164120577 -368386.59465207934))",0.5494279861450195
46,2019-05-16,2019,5,Compliant,"POLYGON ((-7848.7991521314725 -369024.26387914177, -7770.983295897291 -369024.26387914177, -7770.983295897291 -368946.4480229076, -7848.7991521314725 -368946.4480229076, -7848.7991521314725 -369024.26387914177))",0.3555280864238739
47,2019-05-23,2019,5,Compliant,"POLYGON ((-7731.379404296095 -368882.06177441607, -7636.354367474252 -368882.06177441607, -7636.354367474252 -368796.5173418937, -7731.379404296095 -368796.5173418937, -7731.379404296095 -368882.06177441607))",0.5095446109771729
48,2019-05-16,2019,5,Compliant,"POLYGON ((-7981.419762873935 -369210.5063990693, -7887.999326216774 -369210.5063990693, -7887.999326216774 -369111.7258980795, -7981.419762873935 -369111.7258980795, -7981.419762873935 -369210.5063990693))",0.36217406392097473
49,2019-05-16,2019,5,Compliant,"POLYGON ((-8213.159040341667 -369480.37867193564, -8096.366514104695 -369480.37867193564, -8096.366514104695 -369363.3252725075, -8213.159040341667 -369363.3252725075, -8213.159040341667 -369480.37867193564))",0.4450004994869232
50,2019-06-13,2019,6,Compliant,"POLYGON ((-6441.132983844436 -368126.8298144041, -6335.808400297606 -368126.8298144041, -6335.808400297606 -368002.5856351915, -6441.132983844436 -368002.5856351915, -6441.132983844436 -368126.8298144041))",0.4461732506752014
51,2019-12-10,2019,12,Compliant,"POLYGON ((-6490.801527031419 -368172.64729895024, -6402.428371844979 -368172.64729895024, -6402.428371844979 -368092.1673366062, -6490.801527031419 -368092.1673366062, -6490.801527031419 -368172.64729895024))",0.5336487889289856
52,2019-06-19,2019,6,Compliant,"POLYGON ((-5581.767385703588 -368381.6948446508, -5474.074748117545 -368381.6948446508, -5474.074748117545 -368273.9228444957, -5581.767385703588 -368273.9228444957, -5581.767385703588 -368381.6948446508))",0.2992270588874817
53,2019-06-06,2019,6,Compliant,"POLYGON ((-5854.365731940507 -369376.0189655221, -5745.257335644667 -369376.0189655221, -5745.257335644667 -369269.58785505424, -5854.365731940507 -369269.58785505424, -5854.365731940507 -369376.0189655221))",0.33882543444633484
54,2019-06-13,2019,6,Compliant,"POLYGON ((-5889.2911322403115 -369542.99953813094, -5792.810463266057 -369542.99953813094, -5792.810463266057 -369424.073914757, -5889.2911322403115 -369424.073914757, -5889.2911322403115 -369542.99953813094))",0.343279093503952
55,2019-06-13,2019,6,Compliant,"POLYGON ((-6540.625983689051 -369411.25404804363, -6432.153292011101 -369411.25404804363, -6432.153292011101 -369297.1760128565, -6540.625983689051 -369297.1760128565, -6540.625983689051 -369411.25404804363))",0.5243040919303894
56,2019-06-13,2019,6,Compliant,"POLYGON ((-6360.560479070826 -368929.62735367846, -6271.875224693719 -368929.62735367846, -6271.875224693719 -368816.41357500566, -6360.560479070826 -368816.41357500566, -6360.560479070826 -368929.62735367846))",0.37478163838386536
57,2019-12-10,2019,12,Compliant,"POLYGON ((-6116.117486151665 -368820.05733200605, -6039.287618376947 -368820.05733200605, -6039.287618376947 -368720.9179694461, -6116.117486151665 -368720.9179694461, -6116.117486151665 -368820.05733200605))",0.46125948429107666
58,2019-06-13,2019,6,Compliant,"POLYGON ((-5984.378968648946 -368559.6747179759, -5892.086630942678 -368559.6747179759, -5892.086630942678 -368466.9313276374, -5984.378968648946 -368466.9313276374, -5984.378968648946 -368559.6747179759))",0.33865758776664734
59,2019-12-10,2019,12,Compliant,"POLYGON ((-5771.376291254081 -368427.7904204075, -5682.471591031993 -368427.7904204075, -5682.471591031993 -368339.0977766445, -5771.376291254081 -368339.0977766445, -5771.376291254081 -368427.7904204075))",0.5929030179977417
60,2019-06-06,2019,6,Compliant,"POLYGON ((-5232.05518617521 -369593.06590596604, -5124.496857363108 -369593.06590596604, -5124.496857363108 -369482.26176621905, -5232.05518617521 -369482.26176621905, -5232.05518617521 -369593.06590596604))",0.2694401443004608
61,2019-06-06,2019,6,Compliant,"POLYGON ((-5227.322334280194 -369828.0108337716, -5134.619172082681 -369828.0108337716, -5134.619172082681 -369726.2440777985, -5227.322334280194 -369726.2440777985, -5227.322334280194 -369828.0108337716))",0.30131861567497253
62,2019-06-05,2019,6,Compliant,"POLYGON ((-5161.079296826238 -370185.85042443406, -5051.7209632333315 -370185.85042443406, -5051.7209632333315 -370066.431670344, -5161.079296826238 -370066.431670344, -5161.079296826238 -370185.85042443406))",0.44606438279151917
63,2019-06-05,2019,6,Compliant,"POLYGON ((-5360.754663343897 -370250.06574889744, -5268.942787990104 -370250.06574889744, -5268.942787990104 -370160.8758076192, -5360.754663343897 -370160.8758076192, -5360.754663343897 -370250.06574889744))",0.379446804523468
64,2019-12-11,2019,12,Compliant,"POLYGON ((-6699.947782848912 -372270.1081679725, -6613.768282268239 -372270.1081679725, -6613.768282268239 -372165.4592092335, -6699.947782848912 -372165.4592092335, -6699.947782848912 -372270.1081679725))",0.6202020645141602
65,2019-12-11,2019,12,Compliant,"POLYGON ((-6941.176767981217 -372805.24423713033, -6834.270085680082 -372805.24423713033, -6834.270085680082 -372702.2454682933, -6941.176767981217 -372702.2454682933, -6941.176767981217 -372805.24423713033))",0.47558996081352234
66,2019-06-20,2019,6,Compliant,"POLYGON ((-6652.350238097445 -372776.26627564617, -6574.534381863264 -372776.26627564617, -6574.534381863264 -372698.450419412, -6652.350238097445 -372698.450419412, -6652.350238097445 -372776.26627564617))",0.42346397042274475
67,2019-06-20,2019,6,Compliant,"POLYGON ((-7360.61116001707 -372993.9854678535, -7244.404597134655 -372993.9854678535, -7244.404597134655 -372887.8086146141, -7360.61116001707 -372887.8086146141, -7360.61116001707 -372993.9854678535))",0.5191752910614014
68,2019-06-12,2019,6,Compliant,"POLYGON ((-7399.652915876292 -372601.58833023405, -7299.152171828833 -372601.58833023405, -7299.152171828833 -372517.65936910064, -7399.652915876292 -372517.65936910064, -7399.652915876292 -372601.58833023405))",0.4072699546813965
69,2019-06-12,2019,6,Compliant,"POLYGON ((-7485.432023910402 -372485.54270132835, -7362.755471874951 -372485.54270132835, -7362.755471874951 -372362.59776991565, -7485.432023910402 -372362.59776991565, -7485.432023910402 -372485.54270132835))",0.3343085050582886
70,2019-06-12,2019,6,Compliant,"POLYGON ((-7283.335423220476 -372196.0299558468, -7171.77798642269 -372196.0299558468, -7171.77798642269 -372091.1695068562, -7283.335423220476 -372091.1695068562, -7283.335423220476 -372196.0299558468))",0.3232917785644531
71,2019-06-12,2019,6,Compliant,"POLYGON ((-7219.162520763573 -372111.47685962217, -7141.346664529392 -372111.47685962217, -7141.346664529392 -372033.661003388, -7219.162520763573 -372033.661003388, -7219.162520763573 -372111.47685962217))",0.34821805357933044
72,2019-06-20,2019,6,Compliant,"POLYGON ((-7044.67611978635 -371703.7512630304, -6924.670384136201 -371703.7512630304, -6924.670384136201 -371594.470502735, -7044.67611978635 -371594.470502735, -7044.67611978635 -371703.7512630304))",0.2847192883491516
73,2019-05-22,2019,5,Compliant,"POLYGON ((-7533.374122362591 -371279.68815590895, -7427.861785378485 -371279.68815590895, -7427.861785378485 -371192.5917259687, -7533.374122362591 -371192.5917259687, -7533.374122362591 -371279.68815590895))",0.40710654854774475
74,2019-05-22,2019,5,Compliant,"POLYGON ((-7548.014437644969 -371450.1090123819, -7446.799267933383 -371450.1090123819, -7446.799267933383 -371352.86045614776, -7548.014437644969 -371352.86045614776, -7548.014437644969 -371450.1090123819))",0.3483907878398895
75,2019-05-22,2019,5,Compliant,"POLYGON ((-7433.815079480388 -371462.6027911649, -7317.356391486724 -371462.6027911649, -7317.356391486724 -371360.7834823537, -7433.815079480388 -371360.7834823537, -7433.815079480388 -371462.6027911649))",0.3380410969257355
76,2019-12-11,2019,12,Compliant,"POLYGON ((-7601.357231338216 -371567.80758954893, -7498.625802719636 -371567.80758954893, -7498.625802719636 -371449.0730389144, -7601.357231338216 -371449.0730389144, -7601.357231338216 -371567.80758954893))",0.5064811110496521
77,2019-12-11,2019,12,Compliant,"POLYGON ((-7628.747874430683 -371657.3252206249, -7535.320796005536 -371657.3252206249, -7535.320796005536 -371550.13879368297, -7628.747874430683 -371550.13879368297, -7628.747874430683 -371657.3252206249))",0.4246610701084137
78,2019-12-12,2019,12,Compliant,"POLYGON ((-7470.414326641214 -371616.6271749936, -7381.522646853743 -371616.6271749936, -7381.522646853743 -371524.9524073266, -7470.414326641214 -371524.9524073266, -7470.414326641214 -371616.6271749936))",0.48707443475723267
79,2019-12-12,2019,12,Compliant,"POLYGON ((-7459.1087982318495 -371697.14927079814, -7348.108160711953 -371697.14927079814, -7348.108160711953 -371577.0248445017, -7459.1087982318495 -371577.0248445017, -7459.1087982318495 -371697.14927079814))",0.4916985332965851
80,2019-12-11,2019,12,Non-Compliant,"POLYGON ((-7660.113612926288 -371780.81228673266, -7570.933404417231 -371780.81228673266, -7570.933404417231 -371681.13565527054, -7660.113612926288 -371681.13565527054, -7660.113612926288 -371780.81228673266))",0.37670284509658813
81,2019-05-22,2019,5,Compliant,"POLYGON ((-7487.1382881631425 -371849.6246355196, -7381.701532140157 -371849.6246355196, -7381.701532140157 -371743.48632467183, -7487.1382881631425 -371743.48632467183, -7487.1382881631425 -371849.6246355196))",0.36871856451034546
82,2019-12-12,2019,12,Non-Compliant,"POLYGON ((-7635.7414321621645 -372304.20094416215, -7525.226201787085 -372304.20094416215, -7525.226201787085 -372186.8828252598, -7635.7414321621645 -372186.8828252598, -7635.7414321621645 -372304.20094416215))",0.37479040026664734
83,2019-12-12,2019,12,Non-Compliant,"POLYGON ((-7679.130626894153 -372442.80491956475, -7576.954471963617 -372442.80491956475, -7576.954471963617 -372334.08388769743, -7679.130626894153 -372334.08388769743, -7679.130626894153 -372442.80491956475))",0.41251665353775024
84,2019-06-12,2019,6,Compliant,"POLYGON ((-7585.832418978162 -372648.52033934515, -7485.541971486657 -372648.52033934515, -7485.541971486657 -372550.96347687254, -7585.832418978162 -372550.96347687254, -7585.832418978162 -372648.52033934515))",0.29010510444641113
85,2019-05-22,2019,5,Compliant,"POLYGON ((-7688.183300576342 -372840.5142498329, -7563.535758816731 -372840.5142498329, -7563.535758816731 -372731.09951724746, -7688.183300576342 -372731.09951724746, -7688.183300576342 -372840.5142498329))",0.4475897252559662
86,2019-05-22,2019,5,Compliant,"POLYGON ((-7790.00382180333 -372986.3283642575, -7693.724341700795 -372986.3283642575, -7693.724341700795 -372902.8820976758, -7790.00382180333 -372902.8820976758, -7790.00382180333 -372986.3283642575))",0.35067957639694214
87,2019-05-22,2019,5,Compliant,"POLYGON ((-7862.293459388184 -373081.36196596595, -7784.477603154002 -373081.36196596595, -7784.477603154002 -373003.5461097318, -7862.293459388184 -373003.5461097318, -7862.293459388184 -373081.36196596595))",0.38610121607780457
88,2019-05-22,2019,5,Compliant,"POLYGON ((-7940.3670040089955 -373227.3818971664, -7851.735684469869 -373227.3818971664, -7851.735684469869 -373143.38547382, -7940.3670040089955 -373143.38547382, -7940.3670040089955 -373227.3818971664))",0.23112332820892334
89,2019-05-23,2019,5,Compliant,"POLYGON ((-8084.642499689204 -373562.0704558735, -7973.608661430605 -373562.0704558735, -7973.608661430605 -373489.05423611077, -8084.642499689204 -373489.05423611077, -8084.642499689204 -373562.0704558735))",0.642646074295044
90,2019-05-23,2019,5,Compliant,"POLYGON ((-7901.949799743614 -373617.87047648925, -7803.466564925915 -373617.87047648925, -7803.466564925915 -373541.72947714664, -7901.949799743614 -373541.72947714664, -7901.949799743614 -373617.87047648925))",0.46059250831604004
91,2019-06-20,2019,6,Compliant,"POLYGON ((-7619.471121919837 -373851.9226166498, -7441.809622182485 -373851.9226166498, -7441.809622182485 -373748.8717933888, -7619.471121919837 -373748.8717933888, -7619.471121919837 -373851.9226166498))",0.4761546850204468
92,2019-06-20,2019,6,Compliant,"POLYGON ((-7598.047882582279 -373272.6286794026, -7499.731588668781 -373272.6286794026, -7499.731588668781 -373172.6702534635, -7598.047882582279 -373172.6702534635, -7598.047882582279 -373272.6286794026))",0.3216085135936737
93,2019-06-19,2019,6,Compliant,"POLYGON ((-6866.983822171053 -373378.1898373243, -6770.980264082722 -373378.1898373243, -6770.980264082722 -373270.84034464153, -6866.983822171053 -373270.84034464153, -6866.983822171053 -373378.1898373243))",0.36462268233299255
94,2019-06-19,2019,6,Compliant,"POLYGON ((-6295.211534002621 -373133.84296787897, -6170.309533257448 -373133.84296787897, -6170.309533257448 -373014.4303578822, -6295.211534002621 -373014.4303578822, -6295.211534002621 -373133.84296787897))",0.3623732924461365
95,2019-12-11,2019,12,Compliant,"POLYGON ((-6174.494416704318 -372889.28008646227, -6069.03767224615 -372889.28008646227, -6069.03767224615 -372778.72791576775, -6174.494416704318 -372778.72791576775, -6174.494416704318 -372889.28008646227))",0.5380491614341736
96,2019-06-19,2019,6,Compliant,"POLYGON ((-6096.458523701017 -372569.95287507545, -5988.087338165712 -372569.95287507545, -5988.087338165712 -372408.51563099737, -6096.458523701017 -372408.51563099737, -6096.458523701017 -372569.95287507545))",0.2223842889070511
97,2019-06-19,2019,6,Compliant,"POLYGON ((-6095.799805995086 -372649.5511141105, -5993.206654232426 -372649.5511141105, -5993.206654232426 -372544.2587056681, -6095.799805995086 -372544.2587056681, -6095.799805995086 -372649.5511141105))",0.28457629680633545
98,2019-06-19,2019,6,Compliant,"POLYGON ((-6328.976912855116 -372258.21286256716, -6225.337795617946 -372258.21286256716, -6225.337795617946 -372132.65395525424, -6328.976912855116 -372132.65395525424, -6328.976912855116 -372258.21286256716))",0.30060911178588867
99,2019-12-11,2019,12,Non-Compliant,"POLYGON ((-6391.567046422165 -372068.7928643592, -6286.366642497865 -372068.7928643592, -6286.366642497865 -371955.08727303287, -6391.567046422165 -371955.08727303287, -6391.567046422165 -372068.7928643592))",0.42435210943222046
100,2019-06-19,2019,6,Compliant,"POLYGON ((-6370.667444557392 -371950.7377910196, -6285.363851939862 -371950.7377910196, -6285.363851939862 -371862.02085480245, -6370.667444557392 -371862.02085480245, -6370.667444557392 -371950.7377910196))",0.4169762134552002
101,2019-06-19,2019,6,Compliant,"POLYGON ((-6430.558218798228 -371830.1667291668, -6351.81970836441 -371830.1667291668, -6351.81970836441 -371749.0612318409, -6430.558218798228 -371749.0612318409, -6430.558218798228 -371830.1667291668))",0.3614123463630676
102,2019-12-11,2019,12,Compliant,"POLYGON ((-6350.203051978385 -371290.65554930543, -6274.815550902643 -371290.65554930543, -6274.815550902643 -371220.1826651775, -6350.203051978385 -371220.1826651775, -6350.203051978385 -371290.65554930543))",0.38870716094970703
103,2019-12-11,2019,12,Compliant,"POLYGON ((-6258.481410469084 -371427.36032977747, -6180.665554234903 -371427.36032977747, -6180.665554234903 -371349.5444735433, -6258.481410469084 -371349.5444735433, -6258.481410469084 -371427.36032977747))",0.6028214693069458
104,2019-05-30,2019,5,Compliant,"POLYGON ((-5696.84990690164 -373777.70383879804, -5562.971106281793 -373777.70383879804, -5562.971106281793 -373678.7771154231, -5696.84990690164 -373678.7771154231, -5696.84990690164 -373777.70383879804))",0.4088677763938904
105,2019-10-10,2019,10,Compliant,"POLYGON ((-5453.62495750184 -373841.389993923, -5375.3659672296735 -373841.389993923, -5375.3659672296735 -373743.95427499653, -5453.62495750184 -373743.95427499653, -5453.62495750184 -373841.389993923))",0.373330295085907
106,2019-05-30,2019,5,Compliant,"POLYGON ((-5476.584033591928 -373645.3568132895, -5384.956190384234 -373645.3568132895, -5384.956190384234 -373559.4452650681, -5476.584033591928 -373559.4452650681, -5476.584033591928 -373645.3568132895))",0.45016151666641235
107,2019-05-30,2019,5,Compliant,"POLYGON ((-5893.583832301566 -373775.2852319392, -5789.647819707787 -373775.2852319392, -5789.647819707787 -373678.4379187332, -5893.583832301566 -373678.4379187332, -5893.583832301566 -373775.2852319392))",0.3655533492565155
108,2019-07-02,2019,7,Compliant,"POLYGON ((-6086.832153643311 -373134.6806433946, -5963.069225410873 -373134.6806433946, -5963.069225410873 -373024.5933792282, -6086.832153643311 -373024.5933792282, -6086.832153643311 -373134.6806433946))",0.6246171593666077
109,2019-05-30,2019,5,Compliant,"POLYGON ((-5599.342639907076 -372838.3713204785, -5493.580556148237 -372838.3713204785, -5493.580556148237 -372735.63871659205, -5599.342639907076 -372735.63871659205, -5599.342639907076 -372838.3713204785))",0.4168984591960907
