inspection_id,Date,year,month,status,geometry,mean_ndvi
6759,2019-06-30,2019,6,Compliant,"POLYGON ((-29695.910104317212 -372526.14454756293, -29601.85207797582 -372526.14454756293, -29601.85207797582 -372438.6473186625, -29695.910104317212 -372438.6473186625, -29695.910104317212 -372526.14454756293))",0.43436694145202637
6760,2019-06-30,2019,6,Compliant,"POLYGON ((-29638.435116859764 -372881.7553600112, -29546.088626889574 -372881.7553600112, -29546.088626889574 -372807.1391450887, -29638.435116859764 -372807.1391450887, -29638.435116859764 -372881.7553600112))",0.4041520655155182
6761,2019-06-30,2019,6,Compliant,"POLYGON ((-29694.817378554177 -372840.2527527813, -29611.82839159508 -372840.2527527813, -29611.82839159508 -372766.9641571969, -29694.817378554177 -372766.9641571969, -29694.817378554177 -372840.2527527813))",0.4482726454734802
6762,2019-06-30,2019,6,Compliant,"POLYGON ((-29879.131304174512 -372787.07236337464, -29767.327196523333 -372787.07236337464, -29767.327196523333 -372687.3474203677, -29879.131304174512 -372687.3474203677, -29879.131304174512 -372787.07236337464))",0.4032878577709198
6763,2019-06-30,2019,6,Compliant,"POLYGON ((-29993.332974420828 -372890.79550546577, -29903.6662706978 -372890.79550546577, -29903.6662706978 -372797.3115555401, -29993.332974420828 -372797.3115555401, -29993.332974420828 -372890.79550546577))",0.38202452659606934
6764,2019-06-30,2019,6,Compliant,"POLYGON ((-29932.266406542778 -373144.6461615245, -29850.83715490528 -373144.6461615245, -29850.83715490528 -373063.27495635994, -29932.266406542778 -373063.27495635994, -29932.266406542778 -373144.6461615245))",0.3401176929473877
6765,2019-06-30,2019,6,Compliant,"POLYGON ((-30054.66898570528 -373046.42434634315, -29946.333190680893 -373046.42434634315, -29946.333190680893 -372937.0558648229, -30054.66898570528 -372937.0558648229, -30054.66898570528 -373046.42434634315))",0.3380497992038727
6766,2019-06-30,2019,6,Compliant,"POLYGON ((-30041.328680599418 -373087.7153527481, -29954.01039809289 -373087.7153527481, -29954.01039809289 -373001.4677857725, -30041.328680599418 -373001.4677857725, -30041.328680599418 -373087.7153527481))",0.35183462500572205
6767,2019-06-30,2019,6,Compliant,"POLYGON ((-30147.745392648354 -373226.95063497004, -30063.527971657608 -373226.95063497004, -30063.527971657608 -373144.0902692761, -30147.745392648354 -373144.0902692761, -30147.745392648354 -373226.95063497004))",0.4629359245300293
6768,2019-06-30,2019,6,Compliant,"POLYGON ((-30228.482290825174 -373294.3579108122, -30140.23361441926 -373294.3579108122, -30140.23361441926 -373211.9144123979, -30228.482290825174 -373211.9144123979, -30228.482290825174 -373294.3579108122))",0.2885509133338928
6769,2019-06-30,2019,6,Compliant,"POLYGON ((-30008.932548897912 -373265.39861848607, -29933.872291511376 -373265.39861848607, -29933.872291511376 -373190.7204306997, -30008.932548897912 -373190.7204306997, -30008.932548897912 -373265.39861848607))",0.3279241621494293
6770,2019-07-31,2019,7,Compliant,"POLYGON ((-30971.77450573245 -373802.6423566156, -30898.17598312429 -373802.6423566156, -30898.17598312429 -373729.9094716137, -30971.77450573245 -373729.9094716137, -30971.77450573245 -373802.6423566156))",0.3475835919380188
6771,2019-07-31,2019,7,Compliant,"POLYGON ((-31013.606462333668 -373834.7309188156, -30930.13800904313 -373834.7309188156, -30930.13800904313 -373759.68114348216, -31013.606462333668 -373759.68114348216, -31013.606462333668 -373834.7309188156))",0.3403097093105316
6772,2019-07-31,2019,7,Compliant,"POLYGON ((-30616.662681473597 -373329.4053435736, -30522.811208873783 -373329.4053435736, -30522.811208873783 -373240.7938860672, -30616.662681473597 -373240.7938860672, -30616.662681473597 -373329.4053435736))",0.3174007833003998
6773,2019-07-31,2019,7,Compliant,"POLYGON ((-30624.030428704144 -373281.1714250917, -30530.741314399947 -373281.1714250917, -30530.741314399947 -373186.44703985547, -30624.030428704144 -373186.44703985547, -30624.030428704144 -373281.1714250917))",0.3251657485961914
6774,2019-07-31,2019,7,Compliant,"POLYGON ((-30687.657965002083 -373241.48516323895, -30581.41931204831 -373241.48516323895, -30581.41931204831 -373141.7535336905, -30687.657965002083 -373141.7535336905, -30687.657965002083 -373241.48516323895))",0.3966080844402313
6775,2019-06-30,2019,6,Compliant,"POLYGON ((-30047.539401450318 -372653.657083586, -29929.389758258076 -372653.657083586, -29929.389758258076 -372542.77386278025, -30047.539401450318 -372542.77386278025, -30047.539401450318 -372653.657083586))",0.3742111325263977
6776,2019-06-30,2019,6,Compliant,"POLYGON ((-29960.52042304349 -372686.02798259957, -29873.829345446484 -372686.02798259957, -29873.829345446484 -372605.0698010155, -29960.52042304349 -372605.0698010155, -29960.52042304349 -372686.02798259957))",0.5275838971138
6777,2019-06-30,2019,6,Compliant,"POLYGON ((-29865.457895315973 -372422.20193560375, -29793.217186041784 -372422.20193560375, -29793.217186041784 -372337.0921041877, -29865.457895315973 -372337.0921041877, -29865.457895315973 -372422.20193560375))",
6778,2019-06-30,2019,6,Compliant,"POLYGON ((-30032.503952760242 -372300.55208549014, -29952.573826498414 -372300.55208549014, -29952.573826498414 -372216.58355703356, -30032.503952760242 -372216.58355703356, -30032.503952760242 -372300.55208549014))",0.3187853991985321
6779,2019-06-30,2019,6,Compliant,"POLYGON ((-30017.90374455739 -372372.6519225846, -29928.77016120196 -372372.6519225846, -29928.77016120196 -372296.57641796774, -30017.90374455739 -372296.57641796774, -30017.90374455739 -372372.6519225846))",
6780,2019-06-30,2019,6,Compliant,"POLYGON ((-29735.93721067307 -372112.89259325014, -29647.876736681195 -372112.89259325014, -29647.876736681195 -372030.2815307976, -29735.93721067307 -372030.2815307976, -29735.93721067307 -372112.89259325014))",0.4145183563232422
6781,2019-06-30,2019,6,Compliant,"POLYGON ((-29724.560923709312 -371722.2805056688, -29615.51695438503 -371722.2805056688, -29615.51695438503 -371619.7159589703, -29724.560923709312 -371619.7159589703, -29724.560923709312 -371722.2805056688))",
6782,2019-06-30,2019,6,Compliant,"POLYGON ((-29809.507662146963 -371570.0965830437, -29720.79450296369 -371570.0965830437, -29720.79450296369 -371472.35074053315, -29809.507662146963 -371472.35074053315, -29809.507662146963 -371570.0965830437))",0.5089693069458008
6783,2019-06-30,2019,6,Compliant,"POLYGON ((-30338.660714217418 -372219.1593906968, -30231.605180482075 -372219.1593906968, -30231.605180482075 -372112.0955766815, -30338.660714217418 -372112.0955766815, -30338.660714217418 -372219.1593906968))",0.42113327980041504
6784,2019-07-31,2019,7,Compliant,"POLYGON ((-30726.37372660564 -372179.2060670918, -30648.557870371464 -372179.2060670918, -30648.557870371464 -372101.3902108576, -30726.37372660564 -372101.3902108576, -30726.37372660564 -372179.2060670918))",0.3043905794620514
6785,2019-07-31,2019,7,Compliant,"POLYGON ((-30875.44774188349 -372133.4075828887, -30789.91165429685 -372133.4075828887, -30789.91165429685 -372058.8083476862, -30875.44774188349 -372058.8083476862, -30875.44774188349 -372133.4075828887))",0.197495698928833
6786,2019-07-18,2019,7,Compliant,"POLYGON ((-31254.771210122388 -372478.13720773946, -31178.461928213273 -372478.13720773946, -31178.461928213273 -372403.29966621514, -31254.771210122388 -372403.29966621514, -31254.771210122388 -372478.13720773946))",0.25937342643737793
6787,2019-07-18,2019,7,Compliant,"POLYGON ((-31211.518264962237 -372502.7827810283, -31129.035312570508 -372502.7827810283, -31129.035312570508 -372411.72554185585, -31211.518264962237 -372411.72554185585, -31211.518264962237 -372502.7827810283))",0.3883412182331085
6788,2019-07-18,2019,7,Compliant,"POLYGON ((-31042.424137421982 -372532.2496514258, -30965.518942836054 -372532.2496514258, -30965.518942836054 -372439.5087240921, -31042.424137421982 -372439.5087240921, -31042.424137421982 -372532.2496514258))",
