inspection_id,Date,year,month,status,geometry,mean_ndvi
13543,2019-09-26,2019,9,Compliant,"POLYGON ((-2993.045012075815 -375474.54309464595, -2910.3831753281765 -375474.54309464595, -2910.3831753281765 -375387.9888005648, -2993.045012075815 -375387.9888005648, -2993.045012075815 -375474.54309464595))",0.3531414270401001
13544,2019-09-30,2019,9,Compliant,"POLYGON ((-9509.51888846003 -379195.5489734252, -9436.329360645688 -379195.5489734252, -9436.329360645688 -379119.3551599914, -9509.51888846003 -379119.3551599914, -9509.51888846003 -379195.5489734252))",0.4358299672603607
13545,2019-09-30,2019,9,Compliant,"POLYGON ((-8698.078277178416 -378934.65175177355, -8614.946914894037 -378934.65175177355, -8614.946914894037 -378854.23557948443, -8698.078277178416 -378854.23557948443, -8698.078277178416 -378934.65175177355))",0.3808588981628418
13546,2019-09-30,2019,9,Compliant,"POLYGON ((12970.592991918506 -386580.8750090916, 13048.408848152687 -386580.8750090916, 13048.408848152687 -386503.0591528574, 12970.592991918506 -386503.0591528574, 12970.592991918506 -386580.8750090916))",0.6857485175132751
13547,2019-09-30,2019,9,Compliant,"POLYGON ((-9501.689431864932 -379029.4906880952, -9409.391704745838 -379029.4906880952, -9409.391704745838 -378931.0461714365, -9501.689431864932 -378931.0461714365, -9501.689431864932 -379029.4906880952))",0.26895248889923096
13548,2019-09-30,2019,9,Compliant,"POLYGON ((-9677.25708448505 -379110.1733848221, -9606.806487500573 -379110.1733848221, -9606.806487500573 -379026.74578149396, -9677.25708448505 -379026.74578149396, -9677.25708448505 -379110.1733848221))",0.46602487564086914
13549,2019-09-30,2019,9,Compliant,"POLYGON ((-9323.764636964252 -379162.09025928756, -9242.530939501148 -379162.09025928756, -9242.530939501148 -379074.8603556545, -9323.764636964252 -379074.8603556545, -9323.764636964252 -379162.09025928756))",0.25794628262519836
13550,2019-09-30,2019,9,Compliant,"POLYGON ((-9260.014867222462 -379141.38085962186, -9181.333120477695 -379141.38085962186, -9181.333120477695 -379071.17138559936, -9260.014867222462 -379071.17138559936, -9260.014867222462 -379141.38085962186))",0.3722551465034485
13551,2019-09-30,2019,9,Compliant,"POLYGON ((-9287.458661188182 -379119.4794014584, -9181.83949887025 -379119.4794014584, -9181.83949887025 -379018.90801874973, -9287.458661188182 -379018.90801874973, -9287.458661188182 -379119.4794014584))",0.3750789165496826
13552,2019-09-30,2019,9,Compliant,"POLYGON ((-9227.34202419306 -379127.9143509336, -9157.506151369867 -379127.9143509336, -9157.506151369867 -379053.52169563266, -9227.34202419306 -379053.52169563266, -9227.34202419306 -379127.9143509336))",0.4001018702983856
13553,2019-09-30,2019,9,Compliant,"POLYGON ((-9228.365701004472 -379192.7039657751, -9155.6984010611 -379192.7039657751, -9155.6984010611 -379114.0421033934, -9228.365701004472 -379114.0421033934, -9228.365701004472 -379192.7039657751))",0.41240182518959045
